"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-03-10","0.00","T,,s","49",",,s","54",",,s","47",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-03-11","0.04",",,s","46",",,s","49",",,s","44",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-03-12","0.00",",,s","49",",,s","57",",,s","42",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-03-13","0.00",",,s","53",",,s","64",",,s","44",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-03-14","0.00",",,s","57",",,s","71",",,s","50",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-03-15","0.00","T,,s","46",",,s","52",",,s","41",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-03-16","0.00",",,s","52",",,s","61",",,s","45",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-03-17","0.00",",,s","53",",,s","63",",,s","46",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-03-18","0.00",",,s","58",",,s","66",",,s","50",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-03-19","0.07",",,s","54",",,s","67",",,s","42",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-03-20","0.41",",,s","35",",,s","42",",,s","33",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-03-21","0.25",",,s","36",",,s","38",",,s","34",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-03-22","0.00",",,s","41",",,s","51",",,s","32",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-03-23","0.39",",,s","42",",,s","45",",,s","41",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-03-24","0.54",",,s","44",",,s","46",",,s","42",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-03-25","0.72",",,s","46",",,s","48",",,s","43",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-03-26","0.08",",,s","51",",,s","55",",,s","47",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-03-27","0.63",",,s","49",",,s","51",",,s","47",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-03-28","0.00",",,s","55",",,s","68",",,s","46",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-03-29","0.00",",,s","60",",,s","73",",,s","52",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-03-30","0.22",",,s","56",",,s","64",",,s","52",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-03-31","0.00","T,,s","58",",,s","61",",,s","56",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-04-01","0.17",",,s","50",",,s","59",",,s","44",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-04-02","0.00",",,s","49",",,s","58",",,s","41",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-04-03","0.00",",,s","52",",,s","61",",,s","42",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-04-04","0.00",",,s","60",",,s","72",",,s","49",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-04-05","0.05",",,s","69",",,s","80",",,s","61",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-04-06","0.00","T,,s","60",",,s","72",",,s","55",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-04-07","0.09",",,s","57",",,s","61",",,s","54",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-04-08","0.70",",,s","60",",,s","63",",,s","57",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-04-09","0.22",",,s","61",",,s","65",",,s","58",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-04-10","0.26",",,s","59",",,s","64",",,s","57",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-04-11","0.00",",,s","62",",,s","69",",,s","56",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-04-12","0.40",",,s","65",",,s","77",",,s","60",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-04-13","0.00",",,s","66",",,s","74",",,s","57",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-04-14","0.00",",,s","67",",,s","79",",,s","58",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-04-15","0.00",",,s","64",",,s","75",",,s","54",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-04-16","0.00","T,,s","66",",,s","75",",,s","56",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-04-17","0.00","T,,s","67",",,s","76",",,s","60",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-04-18","0.00",",,s","65",",,s","78",",,s","55",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-04-19","0.00",",,s","71",",,s","84",",,s","60",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-04-20","0.05",",,s","70",",,s","77",",,s","64",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-04-21","0.00","T,,s","74",",,s","88",",,s","63",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-04-22","0.18",",,s","72",",,s","81",",,s","69",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-04-23","0.04",",,s","73",",,s","81",",,s","69",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-04-24","0.22",",,s","65",",,s","77",",,s","53",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-04-25","0.00","T,,s","58",",,s","68",",,s","51",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-04-26","0.00",",,s","61",",,s","70",",,s","53",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-04-27","0.00",",,s","66",",,s","75",",,s","59",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-04-28","0.00",",,s","69",",,s","80",",,s","59",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-04-29","0.00",",,s","73",",,s","82",",,s","67",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-04-30","0.00",",,s","74",",,s","83",",,s","69",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-05-01","0.00",",,s","77",",,s","87",",,s","69",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-05-02","0.29",",,s","75",",,s","80",",,s","71",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-05-03","0.00",",,s","71",",,s","77",",,s","65",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-05-04","0.00",",,s","65",",,s","72",",,s","60",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-05-05","0.22",",,s","65",",,s","68",",,s","61",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-05-06","0.23",",,s","70",",,s","76",",,s","65",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-05-07","0.00","T,,s","73",",,s","82",",,s","68",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-05-08","0.00","T,,s","68",",,s","74",",,s","65",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-05-09","0.00",",,s","67",",,s","73",",,s","62",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-05-10","0.00",",,s","75",",,s","87",",,s","66",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-05-11","0.37",",,s","65",",,s","75",",,s","62",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-05-12","0.00",",,s","64",",,s","70",",,s","60",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-05-13","0.49",",,s","61",",,s","64",",,s","59",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-05-14","0.49",",,s","62",",,s","62",",,s","60",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-05-15","0.83",",,s","63",",,s","64",",,s","62",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-05-16","0.00","T,,s","64",",,s","71",",,s","60",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-05-17","0.00","T,,s","69",",,s","74",",,s","63",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-05-18","0.00",",,s","71",",,s","82",",,s","63",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-05-19","0.00",",,s","73",",,s","83",",,s","65",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-05-20","0.00",",,s","73",",,s","78",",,s","69",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-05-21","0.00",",,s","73",",,s","81",",,s","69",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-05-22","0.00",",,s","74",",,s","84",",,s","65",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-05-23","0.00","T,,s","74",",,s","81",",,s","69",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-05-24","0.15",",,s","69",",,s","74",",,s","64",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-05-25","0.02",",,s","66",",,s","72",",,s","61",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-05-26","0.00",",,s","69",",,s","80",",,s","55",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-05-27","0.00",",,s","70",",,s","80",",,s","60",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-05-28","0.02",",,s","71",",,s","78",",,s","67",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-05-29","0.00",",,s","73",",,s","83",",,s","64",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-05-30","0.00",",,s","71",",,s","81",",,s","63",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-05-31","0.00","T,,s","73",",,s","84",",,s","64",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-06-01","0.28",",,s","76",",,s","84",",,s","69",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-06-02","0.01",",,s","71",",,s","78",",,s","67",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-06-03","0.00",",,s","77",",,s","91",",,s","66",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-06-04","0.00","T,,s","78",",,s","84",",,s","72",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-06-05","0.00",",,s","73",",,s","84",",,s","67",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-06-06","0.00",",,s","69",",,s","77",",,s","65",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-06-07","0.00",",,s","70",",,s","77",",,s","62",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-06-08","0.04",",,s","70",",,s","75",",,s","68",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-06-09","0.00","T,,s","72",",,s","79",",,s","69",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-06-10","0.00",",,s","73",",,s","80",",,s","69",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-06-11","0.00",",,s","72",",,s","77",",,s","68",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-06-12","1.56",",,s","73",",,s","76",",,s","71",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-06-13","0.02",",,s","74",",,s","77",",,s","72",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-06-14","0.00","T,,s","73",",,s","79",",,s","67",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-06-15","0.00",",,s","72",",,s","81",",,s","65",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-06-16","0.00","T,,s","74",",,s","81",",,s","70",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-06-17","0.00",",,s","74",",,s","78",",,s","71",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-06-18","0.13",",,s","76",",,s","84",",,s","72",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-06-19","0.66",",,s","77",",,s","86",",,s","73",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-06-20","0.00",",,s","75",",,s","82",",,s","69",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-06-21","0.00",",,s","75",",,s","81",",,s","72",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-06-22","0.00",",,s","76",",,s","81",",,s","71",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-06-23","0.05",",,s","75",",,s","79",",,s","72",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-06-24","0.25",",,s","75",",,s","78",",,s","73",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-06-25","1.09",",,s","75",",,s","77",",,s","73",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-06-26","0.34",",,s","79",",,s","83",",,s","76",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-06-27","0.35",",,s","82",",,s","90",",,s","77",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-06-28","0.27",",,s","80",",,s","88",",,s","77",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-06-29","0.69",",,s","81",",,s","89",",,s","77",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-06-30","0.11",",,s","83",",,s","96",",,s","77",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-07-01","0.07",",,s","87",",,s","95",",,s","77",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-07-02","0.00",",,s","88",",,s","99",",,s","81",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-07-03","0.00",",,s","87",",,s","98",",,s","79",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-07-04","0.00","T,,s","84",",,s","89",",,s","77",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-07-05","0.03",",,s","84",",,s","91",",,s","79",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-07-06","0.00",",,s","85",",,s","93",",,s","81",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-07-07","0.00",",,s","86",",,s","93",",,s","80",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-07-08","0.00",",,s","87",",,s","94",",,s","81",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-07-09","0.00",",,s","86",",,s","94",",,s","81",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-07-10","0.00",",,s","87",",,s","94",",,s","81",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-07-11","0.00",",,s","87",",,s","95",",,s","82",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-07-12","0.00",",,s","87",",,s","94",",,s","81",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-07-13","0.00",",,s","88",",,s","96",",,s","81",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-07-14","0.00",",,s","92",",,s","101",",,s","83",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-07-15","0.00","T,,s","91",",,s","99",",,s","87",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-07-16","0.28",",,s","89",",,s","97",",,s","79",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-07-17","0.80",",,s","85",",,s","97",",,s","79",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-07-18","1.54",",,s","83",",,s","88",",,s","77",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-07-19","0.00",",,s","87",",,s","96",",,s","81",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-07-20","0.00",",,s","86",",,s","95",",,s","82",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-07-21","0.26",",,s","87",",,s","97",",,s","81",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-07-22","0.11",",,s","84",",,s","92",",,s","79",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-07-23","2.52",",,s","80",",,s","85",",,s","78",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-07-24","2.24",",,s","83",",,s","91",",,s","78",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-07-25","0.00","T,,s","85",",,s","92",",,s","81",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-07-26","0.00",",,s","83",",,s","89",",,s","80",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-07-27","0.00",",,s","82",",,s","90",",,s","76",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-07-28","0.00",",,s","83",",,s","90",",,s","76",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-07-29","0.41",",,s","83",",,s","91",",,s","77",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-07-30","0.01",",,s","86",",,s","94",",,s","78",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-07-31","0.65",",,s","83",",,s","90",",,s","77",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-08-01","0.05",",,s","87",",,s","95",",,s","81",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-08-02","0.00","T,,s","87",",,s","98",",,s","81",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-08-03","0.00",",,s","87",",,s","95",",,s","81",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-08-04","0.00",",,s","87",",,s","92",",,s","82",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-08-05","0.00",",,s","87",",,s","92",",,s","83",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-08-06","0.00",",,s","87",",,s","94",",,s","82",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-08-07","0.00",",,s","89",",,s","97",",,s","83",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-08-08","0.00",",,s","91",",,s","101",",,s","84",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-08-09","0.00",",,s","91",",,s","101",",,s","84",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-08-10","0.00",",,s","92",",,s","102",",,s","83",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-08-11","0.00",",,s","93",",,s","102",",,s","87",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-08-12","0.00",",,s","92",",,s","102",",,s","85",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-08-13","0.00",",,s","92",",,s","100",",,s","87",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-08-14","0.00",",,s","93",",,s","101",",,s","87",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-08-15","0.00",",,s","93",",,s","103",",,s","87",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-08-16","0.31",",,s","89",",,s","98",",,s","77",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-08-17","0.12",",,s","86",",,s","98",",,s","78",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-08-18","0.00",",,s","83",",,s","88",",,s","78",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-08-19","0.06",",,s","85",",,s","90",",,s","81",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-08-20","1.86",",,s","81",",,s","92",",,s","73",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-08-21","0.00",",,s","86",",,s","92",",,s","80",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-08-22","0.00",",,s","87",",,s","93",",,s","82",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-08-23","0.00",",,s","88",",,s","97",",,s","83",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-08-24","0.00",",,s","83",",,s","90",",,s","81",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-08-25","0.29",",,s","81",",,s","87",",,s","75",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-08-26","0.25",",,s","81",",,s","89",",,s","79",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-08-27","0.89",",,s","77",",,s","81",",,s","71",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-08-28","0.00",",,s","78",",,s","85",",,s","72",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-08-29","0.00",",,s","78",",,s","84",",,s","74",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-08-30","0.01",",,s","76",",,s","79",",,s","72",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-08-31","0.28",",,s","76",",,s","83",",,s","70",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-09-01","0.00",",,s","78",",,s","88",",,s","70",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-09-02","0.00",",,s","79",",,s","88",",,s","72",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-09-03","0.00","T,,s","78",",,s","83",",,s","72",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-09-04","0.00",",,s","78",",,s","85",",,s","71",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-09-05","0.09",",,s","73",",,s","78",",,s","69",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-09-06","0.00",",,s","77",",,s","86",",,s","71",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-09-07","0.00",",,s","80",",,s","90",",,s","69",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-09-08","0.00",",,s","80",",,s","90",",,s","71",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-09-09","0.00",",,s","80",",,s","87",",,s","72",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-09-10","0.04",",,s","80",",,s","83",",,s","77",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-09-11","0.26",",,s","76",",,s","79",",,s","72",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-09-12","0.07",",,s","81",",,s","87",",,s","76",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-09-13","0.00",",,s","81",",,s","87",",,s","77",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-09-14","0.00",",,s","80",",,s","87",",,s","74",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-09-15","0.00",",,s","80",",,s","88",",,s","75",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-09-16","0.00",",,s","75",",,s","81",",,s","71",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1998-09-17","0.00",",,s","76",",,s","83",",,s","69",",,s"
